"player_id","player_name","team_id","team_name","shots_attempted","shots_made","total_points","total_3_points","efg","pps"
"1628969","Mikal Bridges","1610612756","Phoenix Suns",669,363,859,399,0.642,1.28
"1628975","Jevon Carter","1610612756","Phoenix Suns",223,94,244,168,0.547,1.09
"1629028","Deandre Ayton","1610612756","Phoenix Suns",687,430,864,12,0.629,1.26
"1629661","Cameron Johnson","1610612756","Phoenix Suns",483,203,523,351,0.541,1.08
"1630188","Jalen Smith","1610612756","Phoenix Suns",50,22,48,12,0.480,0.96
"1630234","Ty-Shon Alexander","1610612756","Phoenix Suns",12,3,8,6,0.333,0.67
"202734","E'Twaun Moore","1610612756","Phoenix Suns",121,55,121,33,0.500,1.00
"203109","Jae Crowder","1610612756","Phoenix Suns",492,199,546,444,0.555,1.11
"203967","Dario Saric","1610612756","Phoenix Suns",342,153,353,141,0.516,1.03
"204038","Langston Galloway","1610612756","Phoenix Suns",147,66,168,108,0.571,1.14
"1626178","Rondae Hollis-Jefferson","1610612757","Portland Trail Blazers",18,9,18,0,0.500,1.00
"1626181","Norman Powell","1610612757","Portland Trail Blazers",352,156,364,156,0.517,1.03
"1627884","Derrick Jones Jr.","1610612757","Portland Trail Blazers",304,147,337,129,0.554,1.11
"1628385","Harry Giles III","1610612757","Portland Trail Blazers",97,42,92,24,0.474,0.95
"1628388","T.J. Leaf","1610612757","Portland Trail Blazers",10,5,10,0,0.500,1.00
"1629014","Anfernee Simons","1610612757","Portland Trail Blazers",401,168,456,360,0.569,1.14
"1629018","Gary Trent Jr.","1610612757","Portland Trail Blazers",524,217,555,363,0.530,1.06
"1629604","CJ Elleby","1610612757","Portland Trail Blazers",66,25,57,21,0.432,0.86
"1629642","Nassir Little","1610612757","Portland Trail Blazers",167,78,184,84,0.551,1.10
"1629833","Keljin Blevins","1610612757","Portland Trail Blazers",20,5,12,6,0.300,0.60
"202683","Enes Freedom","1610612757","Portland Trail Blazers",561,339,679,3,0.605,1.21
"203081","Damian Lillard","1610612757","Portland Trail Blazers",1334,602,1479,825,0.554,1.11
"203468","CJ McCollum","1610612757","Portland Trail Blazers",884,405,979,507,0.554,1.11
"203496","Robert Covington","1610612757","Portland Trail Blazers",509,204,543,405,0.533,1.07
"203918","Rodney Hood","1610612757","Portland Trail Blazers",201,73,171,75,0.425,0.85
"203994","Jusuf Nurkic","1610612757","Portland Trail Blazers",333,171,354,36,0.532,1.06
"2546","Carmelo Anthony","1610612757","Portland Trail Blazers",777,327,787,399,0.506,1.01
"1626153","Delon Wright","1610612758","Sacramento Kings",225,104,241,99,0.536,1.07
"1626158","Richaun Holmes","1610612758","Sacramento Kings",575,366,734,6,0.638,1.28
"1627741","Buddy Hield","1610612758","Sacramento Kings",992,403,1087,843,0.548,1.10
"1627745","Damian Jones","1610612758","Sacramento Kings",70,46,93,3,0.664,1.33
"1628368","De'Aaron Fox","1610612758","Sacramento Kings",1110,529,1161,309,0.523,1.05
"1628963","Marvin Bagley III","1610612758","Sacramento Kings",490,247,531,111,0.542,1.08
"1629002","Chimezie Metu","1610612758","Sacramento Kings",179,91,195,39,0.545,1.09
"1629056","Terence Davis","1610612758","Sacramento Kings",246,108,270,162,0.549,1.10
"1629610","DaQuan Jeffries","1610612758","Sacramento Kings",57,24,57,27,0.500,1.00
"1629657","Kyle Guy","1610612758","Sacramento Kings",88,29,71,39,0.403,0.81
"1629663","Louis King","1610612758","Sacramento Kings",34,17,38,12,0.559,1.12
"1629713","Justin James","1610612758","Sacramento Kings",111,52,118,42,0.532,1.06
"1629735","Chris Silva","1610612758","Sacramento Kings",3,1,2,0,0.333,0.67
"1630169","Tyrese Haliburton","1610612758","Sacramento Kings",619,292,705,363,0.569,1.14
"1630186","Jahmi'us Ramsey","1610612758","Sacramento Kings",38,15,35,15,0.461,0.92
"1630218","Robert Woodard II","1610612758","Sacramento Kings",20,8,17,3,0.425,0.85
"202355","Hassan Whiteside","1610612758","Sacramento Kings",224,126,252,0,0.563,1.13
"202357","Nemanja Bjelica","1610612758","Sacramento Kings",150,69,155,51,0.517,1.03
"202709","Cory Joseph","1610612758","Sacramento Kings",250,111,253,93,0.506,1.01
"203084","Harrison Barnes","1610612758","Sacramento Kings",642,319,738,300,0.575,1.15
"203090","Maurice Harkless","1610612758","Sacramento Kings",152,64,147,57,0.484,0.97
"203658","Norvel Pelle","1610612758","Sacramento Kings",1,0,0,0,0.000,0.00
"203922","Glenn Robinson III","1610612758","Sacramento Kings",99,42,100,48,0.505,1.01
"203953","Jabari Parker","1610612758","Sacramento Kings",7,4,8,0,0.571,1.14
"1626168","Trey Lyles","1610612759","San Antonio Spurs",90,43,100,42,0.556,1.11
"1627749","Dejounte Murray","1610612759","San Antonio Spurs",974,441,945,189,0.485,0.97
"1627751","Jakob Poeltl","1610612759","San Antonio Spurs",430,265,530,0,0.616,1.23
"1628401","Derrick White","1610612759","San Antonio Spurs",453,186,456,252,0.503,1.01
"1628966","Keita Bates-Diop","1610612759","San Antonio Spurs",67,30,65,15,0.485,0.97
"1629022","Lonnie Walker IV","1610612759","San Antonio Spurs",609,256,612,300,0.502,1.00
"1629234","Drew Eubanks","1610612759","San Antonio Spurs",205,116,234,6,0.571,1.14
"1629244","Cameron Reynolds","1610612759","San Antonio Spurs",2,1,2,0,0.500,1.00
"1629640","Keldon Johnson","1610612759","San Antonio Spurs",705,338,736,180,0.522,1.04
"1629677","Luka Samanic","1610612759","San Antonio Spurs",105,47,106,36,0.505,1.01
"1629683","Quinndary Weatherspoon","1610612759","San Antonio Spurs",35,16,33,3,0.471,0.94
"1630170","Devin Vassell","1610612759","San Antonio Spurs",303,123,298,156,0.492,0.98
"1630200","Tre Jones","1610612759","San Antonio Spurs",78,37,77,9,0.494,0.99
"200746","LaMarcus Aldridge","1610612759","San Antonio Spurs",248,115,257,81,0.518,1.04
"200752","Rudy Gay","1610612759","San Antonio Spurs",628,264,634,318,0.505,1.01
"201942","DeMar DeRozan","1610612759","San Antonio Spurs",920,455,929,57,0.505,1.01
"201988","Patty Mills","1610612759","San Antonio Spurs",611,252,665,483,0.544,1.09
"203476","Gorgui Dieng","1610612759","San Antonio Spurs",55,29,65,21,0.591,1.18
"1628382","Justin Jackson","1610612760","Oklahoma City Thunder",212,86,205,99,0.483,0.97
"1628396","Tony Bradley","1610612760","Oklahoma City Thunder",122,80,160,0,0.656,1.31
"1628977","Hamidou Diallo","1610612760","Oklahoma City Thunder",297,143,298,36,0.502,1.00
"1628983","Shai Gilgeous-Alexander","1610612760","Oklahoma City Thunder",565,287,645,213,0.571,1.14
"1629004","Svi Mykhailiuk","1610612760","Oklahoma City Thunder",283,124,296,144,0.523,1.05
"1629026","Kenrich Williams","1610612760","Oklahoma City Thunder",411,219,490,156,0.596,1.19
"1629620","Justin Robinson","1610612760","Oklahoma City Thunder",21,7,18,12,0.429,0.86
"1629647","Darius Bazley","1610612760","Oklahoma City Thunder",690,273,629,249,0.456,0.91
"1629650","Moses Brown","1610612760","Oklahoma City Thunder",268,146,292,0,0.545,1.09
"1629652","Luguentz Dort","1610612760","Oklahoma City Thunder",639,247,606,336,0.474,0.95
"1629658","Jaylen Hoard","1610612760","Oklahoma City Thunder",88,44,88,0,0.500,1.00
"1629660","Ty Jerome","1610612760","Oklahoma City Thunder",287,128,327,213,0.570,1.14
"1629676","Isaiah Roby","1610612760","Oklahoma City Thunder",429,207,445,93,0.519,1.04
"1629718","Charlie Brown Jr.","1610612760","Oklahoma City Thunder",43,13,31,15,0.360,0.72
"1630177","Theo Maledon","1610612760","Oklahoma City Thunder",614,226,557,315,0.454,0.91
"1630197","Aleksej Pokusevski","1610612760","Oklahoma City Thunder",408,139,336,174,0.412,0.82
"1630221","Josh Hall","1610612760","Oklahoma City Thunder",99,30,64,12,0.323,0.65
"1630466","Gabriel Deck","1610612760","Oklahoma City Thunder",67,32,66,6,0.493,0.99
"201143","Al Horford","1610612760","Oklahoma City Thunder",360,162,380,168,0.528,1.06
"201588","George Hill","1610612760","Oklahoma City Thunder",120,61,144,66,0.600,1.20
"203121","Darius Miller","1610612760","Oklahoma City Thunder",48,22,61,51,0.635,1.27
"203488","Mike Muscala","1610612760","Oklahoma City Thunder",267,119,306,204,0.573,1.15
"1626169","Stanley Johnson","1610612761","Toronto Raptors",233,89,223,135,0.479,0.96
"1626181","Norman Powell","1610612761","Toronto Raptors",566,282,682,354,0.602,1.20
"1627740","Henry Ellenson","1610612761","Toronto Raptors",14,5,12,6,0.429,0.86
"1627761","DeAndre' Bembry","1610612761","Toronto Raptors",228,117,248,42,0.544,1.09
"1627775","Patrick McCaw","1610612761","Toronto Raptors",1,1,2,0,1.000,2.00
"1627783","Pascal Siakam","1610612761","Toronto Raptors",961,437,947,219,0.493,0.99
"1627832","Fred VanVleet","1610612761","Toronto Raptors",870,338,850,522,0.489,0.98
"1628384","OG Anunoby","1610612761","Toronto Raptors",519,249,601,309,0.579,1.16
"1628449","Chris Boucher","1610612761","Toronto Raptors",560,288,666,270,0.595,1.19
"1628778","Paul Watson","1610612761","Toronto Raptors",82,38,106,90,0.646,1.29
"1629018","Gary Trent Jr.","1610612761","Toronto Raptors",261,103,250,132,0.479,0.96
"1629056","Terence Davis","1610612761","Toronto Raptors",210,87,218,132,0.519,1.04
"1629139","Yuta Watanabe","1610612761","Toronto Raptors",180,79,194,108,0.539,1.08
"1629744","Matt Thomas","1610612761","Toronto Raptors",62,24,65,51,0.524,1.05
"1630201","Malachi Flynn","1610612761","Toronto Raptors",340,127,307,159,0.451,0.90
"1630223","Jalen Harris","1610612761","Toronto Raptors",72,36,89,51,0.618,1.24
"1630273","Freddie Gillespie","1610612761","Toronto Raptors",84,44,88,0,0.524,1.05
"200768","Kyle Lowry","1610612761","Toronto Raptors",596,260,651,393,0.546,1.09
"203382","Aron Baynes","1610612761","Toronto Raptors",304,134,295,81,0.485,0.97
"203458","Alex Len","1610612761","Toronto Raptors",10,5,13,9,0.650,1.30
"203918","Rodney Hood","1610612761","Toronto Raptors",59,21,51,27,0.432,0.86
"203920","Khem Birch","1610612761","Toronto Raptors",171,95,199,27,0.582,1.16
"101141","Ersan Ilyasova","1610612762","Utah Jazz",54,21,60,54,0.556,1.11
"1626220","Royce O'Neale","1610612762","Utah Jazz",394,175,457,321,0.580,1.16
"1627777","Georges Niang","1610612762","Utah Jazz",405,177,478,372,0.590,1.18
"1627885","Shaquille Harrison","1610612762","Utah Jazz",20,6,12,0,0.300,0.60
"1628378","Donovan Mitchell","1610612762","Utah Jazz",1091,478,1134,534,0.520,1.04
"1628962","Udoka Azubuike","1610612762","Utah Jazz",9,4,8,0,0.444,0.89
"1629671","Miye Oni","1610612762","Utah Jazz",99,35,100,90,0.505,1.01
"1629714","Jarrell Brantley","1610612762","Utah Jazz",52,25,62,36,0.596,1.19
"1629744","Matt Thomas","1610612762","Utah Jazz",65,26,62,30,0.477,0.95
"1629752","Juwan Morgan","1610612762","Utah Jazz",30,14,32,12,0.533,1.07
"1630190","Elijah Hughes","1610612762","Utah Jazz",30,10,28,24,0.467,0.93
"1630235","Trent Forrest","1610612762","Utah Jazz",71,32,69,15,0.486,0.97
"201144","Mike Conley","1610612762","Utah Jazz",640,284,707,417,0.552,1.10
"202324","Derrick Favors","1610612762","Utah Jazz",243,155,310,0,0.638,1.28
"202711","Bojan Bogdanovic","1610612762","Utah Jazz",925,406,992,540,0.536,1.07
"203497","Rudy Gobert","1610612762","Utah Jazz",579,391,782,0,0.675,1.35
"203903","Jordan Clarkson","1610612762","Utah Jazz",1075,457,1122,624,0.522,1.04
"204060","Joe Ingles","1610612762","Utah Jazz",562,275,732,546,0.651,1.30
"1626145","Tyus Jones","1610612763","Memphis Grizzlies",413,178,401,135,0.485,0.97
"1626159","Justise Winslow","1610612763","Memphis Grizzlies",210,74,158,30,0.376,0.75
"1628415","Dillon Brooks","1610612763","Memphis Grizzlies",1031,432,992,384,0.481,0.96
"1628960","Grayson Allen","1610612763","Memphis Grizzlies",414,173,453,321,0.547,1.09
"1628991","Jaren Jackson Jr.","1610612763","Memphis Grizzlies",125,53,122,48,0.488,0.98
"1629001","De'Anthony Melton","1610612763","Memphis Grizzlies",393,172,431,261,0.548,1.10
"1629007","Jontay Porter","1610612763","Memphis Grizzlies",15,8,19,9,0.633,1.27
"1629630","Ja Morant","1610612763","Memphis Grizzlies",957,430,933,219,0.487,0.97
"1629634","Brandon Clarke","1610612763","Memphis Grizzlies",495,256,532,60,0.537,1.07
"1629681","Killian Tillie","1610612763","Memphis Grizzlies",57,19,48,30,0.421,0.84
"1629723","John Konchar","1610612763","Memphis Grizzlies",138,69,159,63,0.576,1.15
"1630214","Xavier Tillman","1610612763","Memphis Grizzlies",299,167,356,66,0.595,1.19
"1630217","Desmond Bane","1610612763","Memphis Grizzlies",499,234,585,351,0.586,1.17
"1630253","Sean McDermott","1610612763","Memphis Grizzlies",33,13,31,15,0.470,0.94
"202685","Jonas Valanciunas","1610612763","Memphis Grizzlies",743,440,901,63,0.606,1.21
"203476","Gorgui Dieng","1610612763","Memphis Grizzlies",108,56,135,69,0.625,1.25
"203937","Kyle Anderson","1610612763","Memphis Grizzlies",658,308,710,282,0.540,1.08
"204025","Tim Frazier","1610612763","Memphis Grizzlies",20,3,6,0,0.150,0.30
"1628394","Anzejs Pasecniks","1610612764","Washington Wizards",1,0,0,0,0.000,0.00
"1628395","Jordan Bell","1610612764","Washington Wizards",20,7,14,0,0.350,0.70
"1628418","Thomas Bryant","1610612764","Washington Wizards",91,59,127,27,0.698,1.40
"1628972","Troy Brown Jr.","1610612764","Washington Wizards",89,33,80,42,0.449,0.90
"1628990","Chandler Hutchison","1610612764","Washington Wizards",85,34,75,21,0.441,0.88
"1629010","Jerome Robinson","1610612764","Washington Wizards",95,28,67,33,0.353,0.71
"1629021","Moritz Wagner","1610612764","Washington Wizards",122,62,137,39,0.561,1.12
"1629060","Rui Hachimura","1610612764","Washington Wizards",648,310,665,135,0.513,1.03
"1629067","Isaac Bonga","1610612764","Washington Wizards",81,30,73,39,0.451,0.90
"1629655","Daniel Gafford","1610612764","Washington Wizards",138,94,188,0,0.681,1.36
"1629726","Garrison Mathews","1610612764","Washington Wizards",237,97,270,228,0.570,1.14
"1630166","Deni Avdija","1610612764","Washington Wizards",312,130,313,159,0.502,1.00
"1630216","Cassius Winston","1610612764","Washington Wizards",33,14,36,24,0.545,1.09
"1630264","Anthony Gill","1610612764","Washington Wizards",60,30,67,21,0.558,1.12
"201566","Russell Westbrook","1610612764","Washington Wizards",1238,544,1174,258,0.474,0.95
"201577","Robin Lopez","1610612764","Washington Wizards",425,269,543,15,0.639,1.28
"202397","Ish Smith","1610612764","Washington Wizards",297,129,276,54,0.465,0.93
"202722","Davis Bertans","1610612764","Washington Wizards",478,193,555,507,0.581,1.16
"203078","Bradley Beal","1610612764","Washington Wizards",1382,670,1470,390,0.532,1.06
"203458","Alex Len","1610612764","Washington Wizards",268,166,337,15,0.629,1.26
"203526","Raul Neto","1610612764","Washington Wizards",447,209,482,192,0.539,1.08
"1626143","Jahlil Okafor","1610612765","Detroit Pistons",102,63,128,6,0.627,1.25
"1626153","Delon Wright","1610612765","Detroit Pistons",293,136,303,93,0.517,1.03
"1628367","Josh Jackson","1610612765","Detroit Pistons",707,296,669,231,0.473,0.95
"1628372","Dennis Smith Jr.","1610612765","Detroit Pistons",135,56,131,57,0.485,0.97
"1628402","Frank Jackson","1610612765","Detroit Pistons",293,134,329,183,0.561,1.12
"1628977","Hamidou Diallo","1610612765","Detroit Pistons",173,81,178,48,0.514,1.03
"1629004","Svi Mykhailiuk","1610612765","Detroit Pistons",223,84,225,171,0.504,1.01
"1629076","Tyler Cook","1610612765","Detroit Pistons",100,68,137,3,0.685,1.37
"1629635","Sekou Doumbouya","1610612765","Detroit Pistons",282,107,240,78,0.426,0.85
"1629686","Deividas Sirvydis","1610612765","Detroit Pistons",40,14,38,30,0.475,0.95
"1630165","Killian Hayes","1610612765","Detroit Pistons",201,71,162,60,0.403,0.81
"1630180","Saddiq Bey","1610612765","Detroit Pistons",691,279,732,522,0.530,1.06
"1630191","Isaiah Stewart","1610612765","Detroit Pistons",409,226,473,63,0.578,1.16
"1630240","Saben Lee","1610612765","Detroit Pistons",210,99,206,24,0.490,0.98
"201565","Derrick Rose","1610612765","Detroit Pistons",184,79,171,39,0.465,0.93
"201933","Blake Griffin","1610612765","Detroit Pistons",222,81,201,117,0.453,0.91
"201961","Wayne Ellington","1610612765","Detroit Pistons",338,149,414,348,0.612,1.22
"202709","Cory Joseph","1610612765","Detroit Pistons",176,89,192,42,0.545,1.09
"203486","Mason Plumlee","1610612765","Detroit Pistons",381,234,468,0,0.614,1.23
"203585","Rodney McGruder","1610612765","Detroit Pistons",70,37,85,33,0.607,1.21
"203924","Jerami Grant","1610612765","Detroit Pistons",932,400,915,345,0.491,0.98
"1626179","Terry Rozier","1610612766","Charlotte Hornets",1134,510,1242,666,0.548,1.10
"1628370","Malik Monk","1610612766","Charlotte Hornets",399,173,431,255,0.540,1.08
"1628970","Miles Bridges","1610612766","Charlotte Hornets",622,313,742,348,0.596,1.19
"1628984","Devonte' Graham","1610612766","Charlotte Hornets",669,252,683,537,0.510,1.02
"1628997","Caleb Martin","1610612766","Charlotte Hornets",256,96,223,93,0.436,0.87
"1628998","Cody Martin","1610612766","Charlotte Hornets",188,83,182,48,0.484,0.97
"1629023","P.J. Washington","1610612766","Charlotte Hornets",686,302,716,336,0.522,1.04
"1629667","Jalen McDaniels","1610612766","Charlotte Hornets",284,133,301,105,0.530,1.06
"1630163","LaMelo Ball","1610612766","Charlotte Hornets",672,293,678,276,0.504,1.01
"1630176","Vernon Carey Jr.","1610612766","Charlotte Hornets",36,18,37,3,0.514,1.03
"1630203","Grant Riller","1610612766","Charlotte Hornets",12,8,18,6,0.750,1.50
"1630208","Nick Richards","1610612766","Charlotte Hornets",9,4,8,0,0.444,0.89
"1630268","Nate Darling","1610612766","Charlotte Hornets",7,2,6,6,0.429,0.86
"202330","Gordon Hayward","1610612766","Charlotte Hornets",658,311,707,255,0.537,1.07
"202687","Bismack Biyombo","1610612766","Charlotte Hornets",242,142,284,0,0.587,1.17
"202954","Brad Wanamaker","1610612766","Charlotte Hornets",126,54,111,9,0.440,0.88
"203469","Cody Zeller","1610612766","Charlotte Hornets",324,181,366,12,0.565,1.13
